url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.agenzianova.com/news/arabia-saudita-ha-intercettato-droni-di-teheran-contro-tel-aviv-durante-la-guerra/,,LArabia Saudita ha intercettato droni di Teheran contro Tel Aviv durante la guerra,20250704T133000Z,https://www.agenzianova.com/news/wp-content/uploads/2023/09/Droni-russi.jpg,agenzianova.com,Italian,Italy
https://www.secoloditalia.it/2025/07/putin-non-getta-via-niente-la-russia-riconosce-anche-i-talebani-per-la-prima-volta-nel-mondo-e-la-cina-applaude/,,Putin non getta via niente : la Russia riconosce anche i talebani ( per la prima volta nel mondo ). E la Cina applaude,20250704T184500Z,https://www.secoloditalia.it/files/2025/07/Ruski-talebani.jpg,secoloditalia.it,Italian,Italy
https://oggitreviso.it/doppio-colpo-allucraina-mosca-alza-pressione-washington-si-ritira-au25478-358594,,"Doppio colpo allUcraina : Mosca alza la pressione , Washington si ritira",20250703T123000Z,https://www.oggitreviso.it/sites/default/files/styles/505/public/field/image/Schermata%202025-07-03%20alle%2011.39.31.jpg?itok=AO9Oh5_y,oggitreviso.it,Italian,Italy
https://www.money.it/non-solo-petrolio-ecco-cos-altro-gestisce-fondo-invedztimento-dzaudita,,"Non solo petrolio , ecco cosaltro gestisce іl fоndо dі іnvеѕtіmеntо ѕаudіtа",20250705T124500Z,https://www.money.it/local/cache-gd2/aa/2a22589dd2176e7384603be78dac87.png,money.it,Italian,Italy
https://www.ansa.it/ansamed/it/notizie/rubriche/cronaca/2025/07/07/amnesty-record-esecuzioni-in-arabia-saudita-345-lanno-scorso_2e205bc0-0d93-4095-a8c2-bc7afbab7389.html,https://www.ansa.it/amp/ansamed/it/notizie/rubriche/cronaca/2025/07/07/amnesty-record-esecuzioni-in-arabia-saudita-345-lanno-scorso_2e205bc0-0d93-4095-a8c2-bc7afbab7389.html,"Amnesty , record di esecuzioni in Arabia Saudita , 345 lanno scorso - Cronaca",20250707T173000Z,https://www.ansa.it/webimages/img_1129x635/2025/2/19/43c471958aab92b51a3d344c31bc82bf.jpg,ansa.it,Italian,Italy
https://www.wired.it/article/eclissi-solare-totale-del-2027-la-piu-lunga-del-secolo-quando-e-dove-vederla-italia/,,"Eclissi solare totale del 2027 , manca ancora un po  ma sappiate che sarà la più lunga della vostra vita",20250708T141500Z,"https://media-assets.wired.it/photos/686d0dc187c29402d1d6ce5d/16:9/w_1280,c_limit/1724180546",wired.it,Italian,Italy
https://www.calciomercato.it/2025/07/08/inter-oltre-80-milioni-per-barella-ce-il-gran-rifiuto/,https://www.calciomercato.it/2025/07/08/inter-oltre-80-milioni-per-barella-ce-il-gran-rifiuto/amp/,"Inter , oltre 80 milioni per Barella : c  è il gran rifiuto",20250708T123000Z,https://www.calciomercato.it/wp-content/uploads/2025/07/Barella.jpg,calciomercato.it,Italian,Italy
https://www.ilgiorno.it/varese/cronaca/ucciso-orso-romania-samarate-sop6rqlv,,"Motociclista sbranato da un orso in Romania ,  Omar Farang Zin ha filmato la sua morte :  Che bello , viene verso di me  ",20250703T194500Z,https://www.ilgiorno.it/image-service/view/acePublic/alias/contentid/NmM4NWMxYWYtNjNjNy00/0/omar-farang-zin-l-uomo-ucciso-da-un-orso-a-transfagarasan-in-romania.jpeg,ilgiorno.it,Italian,Italy
https://www.linkiesta.it/2025/07/benjamin-netanyahu-estrema-destra-israele-trump-accordi-di-abramo/,,Lultimo azzardo di Netanyahu potrebbe allontanare lestrema destra dal governo israeliano,20250703T033000Z,https://www.linkiesta.it/wp-content/uploads/2025/07/23393083-small.jpg,linkiesta.it,Italian,Italy
https://www.zazoom.it/2025-07-07/wwe-survivor-series-2026-in-arabia-saudita/17331186/,,WWE | Survivor Series 2026 in Arabia Saudita ? ,20250707T123000Z,,zazoom.it,Italian,Italy
https://www.wired.it/article/beidoue-costellazione-satelliti-cina-alternativa-gps/,,Con BeiDou la Cina ha creato lalternativa alla navigazione satellitare degli Stati Uniti,20250706T063000Z,"https://media-assets.wired.it/photos/686817cafa6a8f7d009edd82/16:9/w_1280,c_limit/1320437826",wired.it,Italian,Italy
https://www.ilgiornaledivicenza.it/news/mondo/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi-1.12728770,https://www.larena.it/news/mondo/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi-1.12728770/amp,"Macron , telefonata con Trump su Iran , Ucraina e accordo dazi",20250704T014500Z,https://gfx.ilgiornaledivicenza.it/image/contentid/policy:1.12728771:1751584207/image.jpg?f=16x9&$p$f$h$w=7061f55,ilgiornaledivicenza.it,Italian,Italy
https://www.ansa.it/sito/notizie/mondo/europa/2025/07/04/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi_854e9644-a313-441b-b611-280d89106e37.html,https://www.ansa.it/amp/sito/notizie/mondo/europa/2025/07/04/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi_854e9644-a313-441b-b611-280d89106e37.html,"Macron , telefonata con Trump su Iran , Ucraina e accordo dazi - Europa",20250704T020000Z,https://www.ansa.it/webimages/img_1129x635/2025/6/22/e0007e03a7dc86e674d61724ee30e3cc.jpg,ansa.it,Italian,Italy
https://www.larena.it/news/mondo/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi-1.12728770,https://www.larena.it/news/mondo/macron-telefonata-con-trump-su-iran-ucraina-e-accordo-dazi-1.12728770/amp,"Macron , telefonata con Trump su Iran , Ucraina e accordo dazi",20250704T034500Z,https://gfx.larena.it/image/contentid/policy:1.12728771:1751584207/image.jpg?f=16x9&$p$f$h$w=7061f55,larena.it,Italian,Italy
https://www.agenzianova.com/news/brics-i-ministri-delle-finanze-chiedono-riforme-radicali-nellfmi/,,Brics : i ministri delle Finanze chiedono riforme radicali nellFmi,20250706T160000Z,https://www.agenzianova.com/news/wp-content/uploads/2025/07/brics.jpg,agenzianova.com,Italian,Italy
https://www.zazoom.it/2025-07-04/retegui-verso-larabia-latalanta-ha-gia-il-sostituto-arriva-dalla-serie-a/17317796/,,Retegui verso lArabia ? LAtalanta ha già il sostituto,20250704T133000Z,https://www.serieanews.com/wp-content/uploads/2025/07/Retegui-cessione-20250704-SerieANews.com_.jpg,zazoom.it,Italian,Italy
